Tyre Life Span (Years),Tyre Life in Kilometers,Tyre Width,Required Tyre Pressure,Maximum Safe Tyre Speed,Tyre Brand/Company,Tyre Load Capacity (kg),Tyre Position,Tread Depth (mm),Tyre Temperature (°C),Tyre Type,Seasonal Type,Speed Index,Load Index,Manufacturing Date,Wheel Alignment History,Road Condition Usage,Last Rotation Date,Vehicle Type Compatibility,Tyre Noise Level (dB),TPMS Pressure,TPMS Temperature,Leak Detection,Tread Wear Pattern,Mileage Since Installation,Expected Replacement Date
3,79929,165,35,221,Continental,522,Front Right,2.1,55,Tubeless,Summer,V,109,2025-01-05,Misaligned,Mixed,2024-09-28,Hatchback,74.1,36,66,Yes,Center,78433,2028-01-05
5,61788,225,34,189,Continental,435,Front Left,3.8,50,Tube-type,Summer,Y,106,2025-01-19,Needs Check,City,2025-01-03,Sedan,67.7,30,54,No,Even,5628,2030-01-18
3,32179,215,35,238,Bridgestone,473,Rear Left,5.0,77,Tubeless,All-season,H,109,2022-11-10,Misaligned,Off-road,2024-08-21,Truck,65.1,29,43,Yes,Outer,190,2025-11-09
5,32250,215,31,233,MRF,554,Rear Left,4.8,31,Tubeless,Winter,V,87,2021-09-15,Good,Mixed,2025-04-03,Hatchback,65.5,28,30,Yes,Outer,28459,2026-09-14
3,68952,225,30,231,Apollo,421,Rear Left,6.1,52,Tubeless,Summer,W,100,2023-04-09,Good,Off-road,2025-01-02,Sedan,65.5,34,30,No,Center,46759,2026-04-08
7,54430,215,30,240,Michelin,657,Front Left,4.0,64,Tube-type,Winter,T,96,2021-10-06,Good,Highway,2024-12-25,SUV,69.2,29,34,Yes,Inner,36878,2028-10-04
7,46083,215,30,190,Pirelli,740,Rear Right,3.3,36,Tube-type,Summer,W,94,2025-03-17,Good,Off-road,2025-03-28,Sedan,72.8,36,41,Yes,Even,25649,2032-03-15
7,68378,165,33,185,Apollo,614,Rear Left,3.7,51,Tube-type,Winter,T,102,2022-05-31,Needs Check,Mixed,2024-07-25,SUV,69.0,28,64,Yes,Even,38922,2029-05-29
3,72907,225,30,218,Goodyear,483,Rear Right,5.6,57,Tubeless,All-season,V,92,2025-01-31,Needs Check,Highway,2025-04-08,SUV,73.8,35,38,Yes,Outer,17474,2028-01-31
3,39762,195,34,223,Bridgestone,660,Front Right,3.5,34,Tubeless,Summer,T,89,2020-10-19,Good,Off-road,2024-09-19,Hatchback,73.0,33,59,Yes,Even,2122,2023-10-19
7,61831,205,33,201,Michelin,776,Front Right,3.8,55,Tube-type,All-season,V,96,2025-04-04,Needs Check,Off-road,2024-09-06,Hatchback,70.6,36,79,No,Inner,42109,2032-04-02
3,30862,195,31,229,Pirelli,710,Front Left,3.3,58,Tube-type,Winter,H,85,2020-09-05,Good,Mixed,2024-10-20,Hatchback,69.0,32,55,No,Outer,11990,2023-09-05
5,75486,205,31,230,MRF,667,Front Right,3.0,25,Tubeless,All-season,W,80,2023-12-23,Good,Highway,2024-10-18,Truck,67.9,33,46,No,Inner,2907,2028-12-21
6,39836,165,32,210,Apollo,441,Front Left,4.5,65,Tube-type,Winter,V,92,2021-07-16,Misaligned,City,2025-05-11,Sedan,72.2,34,76,No,Center,39743,2027-07-15
5,78817,225,35,193,Bridgestone,441,Rear Left,3.2,70,Tubeless,Winter,V,90,2021-08-07,Needs Check,Mixed,2025-04-16,SUV,72.0,31,62,Yes,Outer,72706,2026-08-06
4,50520,205,35,189,Goodyear,498,Rear Right,4.1,74,Tubeless,Winter,Y,81,2024-02-21,Good,Highway,2025-01-26,Sedan,66.1,30,54,Yes,Center,9362,2028-02-20
5,64644,165,34,187,Continental,496,Front Right,6.9,60,Tubeless,All-season,V,107,2024-12-09,Good,Highway,2025-06-02,Hatchback,66.2,32,74,No,Even,42529,2029-12-08
6,71333,215,33,209,Continental,401,Front Right,4.6,37,Tube-type,All-season,W,93,2023-12-01,Needs Check,Highway,2024-08-19,Sedan,65.5,31,68,No,Center,43262,2029-11-29
4,45317,225,35,206,Continental,472,Front Right,5.5,48,Tubeless,Summer,H,82,2025-02-11,Needs Check,City,2025-04-01,Sedan,73.6,28,29,No,Outer,42548,2029-02-10
3,33264,175,34,230,Continental,773,Front Right,2.3,68,Tubeless,Winter,V,92,2021-03-13,Needs Check,Highway,2025-02-17,SUV,74.7,29,32,Yes,Even,6161,2024-03-12
6,63623,225,31,239,Goodyear,732,Front Left,3.1,47,Tubeless,All-season,H,101,2024-07-09,Misaligned,Highway,2025-03-24,SUV,72.8,34,26,No,Inner,60446,2030-07-08
6,68059,215,35,225,Continental,731,Front Left,6.4,46,Tube-type,Summer,V,84,2021-11-19,Misaligned,Mixed,2025-05-24,Sedan,67.0,36,26,No,Center,61206,2027-11-18
6,55219,225,33,192,Apollo,597,Front Left,5.8,49,Tubeless,Winter,W,93,2022-02-07,Good,Mixed,2025-03-31,Truck,71.7,30,46,No,Even,973,2028-02-06
4,55362,205,33,202,Pirelli,758,Front Right,2.8,50,Tubeless,Winter,W,97,2023-04-14,Misaligned,Off-road,2024-09-18,Hatchback,67.1,33,50,Yes,Inner,25076,2027-04-13
7,50179,175,31,232,Michelin,776,Rear Right,5.9,73,Tubeless,Winter,W,102,2024-04-05,Good,City,2025-03-26,Truck,65.6,33,26,No,Outer,33083,2031-04-04
3,61321,215,32,207,Apollo,492,Rear Right,7.8,62,Tube-type,All-season,H,109,2022-08-14,Misaligned,Off-road,2024-08-03,Truck,66.6,36,75,Yes,Outer,5918,2025-08-13
6,50842,215,35,207,MRF,514,Rear Left,7.4,29,Tube-type,Winter,T,80,2022-07-21,Needs Check,Off-road,2024-10-28,Sedan,67.5,31,38,No,Even,21421,2028-07-19
7,69975,225,34,199,Goodyear,795,Front Left,3.5,80,Tube-type,Summer,T,82,2021-01-14,Good,City,2025-02-21,Sedan,73.0,29,38,No,Center,65648,2028-01-13
7,37740,175,33,240,Goodyear,694,Front Left,2.8,66,Tubeless,Winter,Y,95,2021-10-11,Needs Check,Mixed,2024-11-16,SUV,67.5,31,73,No,Inner,29731,2028-10-09
3,46556,195,31,237,Goodyear,740,Rear Left,5.5,73,Tube-type,All-season,V,105,2023-03-02,Good,Mixed,2025-02-02,Sedan,65.0,28,70,No,Outer,30926,2026-03-01
6,47067,195,31,238,Continental,583,Front Left,3.8,41,Tube-type,Winter,T,96,2021-11-25,Needs Check,City,2024-10-20,SUV,66.4,32,37,Yes,Center,12732,2027-11-24
7,56512,205,32,235,Apollo,653,Front Right,7.0,40,Tube-type,Winter,V,86,2021-03-21,Good,Mixed,2024-10-19,SUV,74.5,33,56,No,Center,8915,2028-03-19
5,65474,195,33,190,Continental,715,Rear Right,7.5,50,Tubeless,All-season,H,100,2022-06-25,Misaligned,City,2025-04-19,SUV,74.5,31,79,No,Even,20316,2027-06-24
3,30105,195,35,219,Goodyear,554,Rear Left,2.2,48,Tube-type,Winter,W,100,2021-12-06,Misaligned,Off-road,2024-07-30,SUV,67.4,28,44,No,Outer,16973,2024-12-05
7,59083,195,33,187,Goodyear,467,Front Left,6.4,54,Tube-type,Summer,T,108,2020-09-11,Misaligned,Highway,2024-11-04,Truck,72.4,35,27,No,Inner,25665,2027-09-10
4,42411,185,31,209,Michelin,637,Front Right,5.2,36,Tubeless,Summer,V,101,2024-03-15,Needs Check,Highway,2024-10-24,Sedan,70.5,35,29,Yes,Outer,10966,2028-03-14
5,67546,205,35,208,Bridgestone,640,Rear Right,2.4,50,Tubeless,All-season,H,95,2022-04-04,Good,City,2025-04-02,SUV,67.4,33,55,Yes,Outer,39400,2027-04-03
6,61883,225,34,208,MRF,608,Front Right,5.5,47,Tube-type,Summer,Y,85,2025-01-01,Needs Check,Mixed,2025-01-22,SUV,65.5,30,35,Yes,Center,5038,2030-12-31
6,56820,175,33,216,Apollo,743,Rear Left,6.6,48,Tube-type,Summer,H,102,2020-12-18,Good,Highway,2025-02-01,Sedan,66.0,36,55,No,Even,3526,2026-12-17
4,77676,175,32,200,Goodyear,739,Rear Right,5.1,41,Tubeless,Winter,H,84,2021-06-30,Good,Off-road,2024-12-07,Hatchback,67.0,30,76,Yes,Inner,2235,2025-06-29
5,52699,185,30,233,Goodyear,628,Front Right,2.1,70,Tubeless,All-season,Y,82,2020-11-20,Needs Check,City,2024-11-23,Sedan,71.9,34,47,Yes,Inner,32319,2025-11-19
3,30524,205,33,232,Continental,782,Front Right,2.7,55,Tubeless,Summer,H,83,2023-03-02,Needs Check,Mixed,2025-06-01,SUV,66.1,35,35,No,Outer,30182,2026-03-01
4,71248,165,34,229,MRF,434,Front Left,6.5,60,Tube-type,Summer,T,97,2024-09-24,Good,City,2025-01-10,Hatchback,69.7,30,37,No,Outer,68386,2028-09-23
5,65631,165,34,183,MRF,410,Rear Right,6.5,56,Tubeless,Winter,T,82,2023-10-06,Good,Off-road,2025-06-23,Truck,73.4,31,79,Yes,Center,44342,2028-10-04
4,31454,195,35,236,MRF,625,Rear Left,6.8,29,Tubeless,Summer,Y,105,2023-08-07,Misaligned,Off-road,2024-11-14,SUV,69.2,36,27,Yes,Center,28585,2027-08-06
4,42098,195,31,231,Michelin,534,Front Right,3.4,68,Tubeless,Summer,Y,94,2024-05-22,Misaligned,Mixed,2025-04-05,Truck,66.4,34,33,Yes,Center,30000,2028-05-21
7,43272,165,33,221,Continental,538,Front Right,4.9,68,Tubeless,Summer,T,102,2022-10-19,Misaligned,Off-road,2025-04-02,Sedan,66.3,31,29,Yes,Outer,27161,2029-10-17
3,70294,175,31,197,Apollo,462,Front Left,4.0,60,Tubeless,Winter,Y,96,2023-09-19,Needs Check,Highway,2025-02-01,Hatchback,74.9,36,25,Yes,Outer,3364,2026-09-18
7,48736,175,35,182,Michelin,626,Front Left,6.5,71,Tube-type,Winter,W,92,2022-10-03,Needs Check,Mixed,2024-08-15,SUV,71.0,29,28,No,Inner,42573,2029-10-01
3,63033,225,35,225,Michelin,487,Front Left,5.8,57,Tubeless,Winter,H,82,2023-04-11,Needs Check,City,2025-02-21,SUV,65.5,34,39,Yes,Outer,31171,2026-04-10
4,59046,175,33,215,Michelin,681,Rear Right,2.6,35,Tube-type,Summer,H,91,2023-04-12,Good,Mixed,2025-03-16,Hatchback,72.3,28,73,No,Center,33179,2027-04-11
5,72673,225,34,211,Goodyear,647,Front Right,4.4,66,Tube-type,Summer,T,81,2022-06-12,Needs Check,Off-road,2024-12-20,SUV,69.5,30,26,No,Even,66078,2027-06-11
4,53107,205,31,215,Bridgestone,757,Front Right,5.9,71,Tube-type,All-season,H,101,2024-11-09,Good,Off-road,2025-02-07,Sedan,68.1,28,74,Yes,Even,31306,2028-11-08
3,47947,225,34,200,MRF,575,Rear Left,2.5,75,Tube-type,Winter,W,84,2021-01-23,Good,Off-road,2025-01-28,Sedan,73.8,35,33,Yes,Even,25708,2024-01-23
4,66141,205,32,221,MRF,697,Front Left,5.8,42,Tubeless,Summer,V,105,2023-10-15,Misaligned,Mixed,2024-10-30,Sedan,70.3,36,50,Yes,Inner,17759,2027-10-14
5,46643,195,33,187,MRF,473,Front Left,6.0,50,Tubeless,Summer,W,99,2025-04-13,Needs Check,City,2024-10-08,Sedan,73.0,34,38,Yes,Center,46015,2030-04-12
3,43732,165,33,181,Bridgestone,651,Front Right,6.2,63,Tubeless,All-season,T,80,2024-04-09,Needs Check,Highway,2025-04-18,SUV,69.0,29,60,No,Center,1548,2027-04-09
6,74297,185,30,223,Bridgestone,499,Rear Right,4.0,64,Tubeless,Winter,Y,91,2023-03-15,Misaligned,Mixed,2025-02-08,SUV,70.1,29,59,No,Inner,43697,2029-03-13
3,67415,195,33,180,Apollo,720,Front Left,5.1,65,Tubeless,All-season,H,85,2022-06-02,Good,City,2025-01-25,Sedan,74.1,33,69,No,Even,6172,2025-06-01
6,59774,195,33,200,Goodyear,410,Rear Right,5.3,71,Tube-type,All-season,H,98,2023-03-25,Misaligned,Mixed,2024-11-04,Truck,68.9,28,35,No,Outer,7354,2029-03-23
5,76825,175,33,220,Pirelli,604,Rear Right,8.0,26,Tube-type,Winter,W,95,2023-04-02,Misaligned,Mixed,2024-08-04,Hatchback,70.4,28,64,Yes,Center,76743,2028-03-31
5,54905,195,32,184,Michelin,723,Rear Right,4.2,26,Tubeless,Summer,V,108,2021-10-11,Good,City,2024-09-03,Truck,65.3,32,60,Yes,Center,41990,2026-10-10
3,69559,215,31,222,MRF,740,Rear Right,3.0,77,Tube-type,Summer,W,83,2022-02-03,Good,Off-road,2025-05-01,Sedan,71.5,33,34,Yes,Inner,58607,2025-02-02
5,72963,185,32,190,Apollo,620,Rear Left,7.9,69,Tube-type,All-season,W,93,2022-11-24,Good,Highway,2025-01-22,SUV,73.2,33,45,No,Inner,1111,2027-11-23
7,63917,185,32,187,Apollo,667,Rear Left,4.8,52,Tubeless,Summer,Y,93,2021-12-25,Needs Check,Mixed,2025-01-15,Hatchback,73.3,33,68,Yes,Outer,43715,2028-12-23
6,30848,215,30,216,Michelin,595,Front Left,6.0,53,Tube-type,Winter,V,109,2024-07-28,Good,Off-road,2025-04-30,Sedan,68.2,28,50,Yes,Inner,12830,2030-07-27
5,75412,195,30,189,Bridgestone,787,Front Right,3.3,51,Tube-type,Winter,T,83,2020-11-07,Needs Check,Mixed,2025-02-09,Truck,66.4,28,36,No,Outer,8047,2025-11-06
7,36581,185,30,233,Goodyear,739,Rear Right,4.4,43,Tube-type,Summer,Y,95,2022-04-19,Good,Highway,2025-04-20,Truck,72.0,32,61,No,Even,16078,2029-04-17
6,47831,205,34,228,Bridgestone,643,Rear Left,3.6,51,Tubeless,Winter,H,92,2025-01-31,Needs Check,Highway,2024-08-08,SUV,68.2,30,61,Yes,Inner,45166,2031-01-30
4,45314,215,34,232,Michelin,677,Rear Left,2.5,75,Tubeless,Winter,W,94,2024-04-22,Good,Mixed,2025-03-05,SUV,69.1,35,46,Yes,Outer,37258,2028-04-21
4,53739,215,31,237,Michelin,540,Rear Right,7.8,77,Tube-type,Summer,W,90,2020-11-22,Needs Check,City,2024-11-10,SUV,72.3,35,38,No,Outer,24145,2024-11-21
3,32207,175,30,188,Bridgestone,504,Rear Left,4.4,67,Tube-type,All-season,V,93,2024-01-20,Needs Check,City,2025-02-26,Truck,73.4,28,63,No,Center,27430,2027-01-19
3,53735,205,32,219,Continental,454,Rear Right,5.9,68,Tube-type,Winter,V,110,2022-06-28,Misaligned,City,2025-05-20,Truck,67.8,34,31,No,Even,16426,2025-06-27
3,36850,185,31,215,MRF,706,Front Right,6.2,76,Tubeless,Winter,H,103,2024-03-27,Needs Check,Off-road,2025-05-25,Hatchback,68.4,32,39,No,Inner,22899,2027-03-27
3,43117,205,33,219,Bridgestone,439,Front Left,7.7,50,Tube-type,Winter,T,99,2021-05-24,Misaligned,Mixed,2024-09-14,Sedan,70.3,36,78,No,Outer,8925,2024-05-23
7,46295,225,34,216,Michelin,612,Rear Left,2.4,74,Tubeless,Winter,W,83,2021-03-24,Good,Highway,2025-02-21,SUV,71.5,36,54,No,Inner,44799,2028-03-22
3,64616,205,34,183,Apollo,486,Front Right,2.5,43,Tubeless,Summer,H,108,2021-11-15,Good,City,2025-03-22,Sedan,68.1,36,40,Yes,Inner,29899,2024-11-14
4,66902,215,33,198,Bridgestone,560,Front Right,2.5,74,Tube-type,Winter,W,99,2024-08-09,Good,Highway,2024-11-08,SUV,67.5,31,79,Yes,Center,46865,2028-08-08
5,77417,165,31,200,Continental,486,Rear Left,6.0,38,Tubeless,Summer,Y,89,2024-06-11,Good,Mixed,2025-01-16,SUV,74.8,32,34,Yes,Inner,73445,2029-06-10
5,32600,215,30,207,Bridgestone,658,Front Right,4.3,70,Tubeless,Summer,W,101,2024-01-18,Needs Check,City,2025-01-09,SUV,73.8,30,51,No,Inner,27262,2029-01-16
5,79695,195,34,206,Apollo,676,Front Right,5.7,30,Tube-type,Summer,Y,95,2020-10-21,Good,Highway,2025-02-12,Truck,69.6,28,47,Yes,Outer,76111,2025-10-20
7,70965,175,30,186,Michelin,535,Rear Right,6.3,29,Tubeless,All-season,W,89,2021-01-24,Good,Mixed,2024-12-05,Hatchback,67.1,32,39,No,Even,27882,2028-01-23
3,73965,185,33,228,Goodyear,641,Front Right,5.4,63,Tubeless,Winter,H,97,2022-06-28,Misaligned,City,2025-01-25,Hatchback,68.5,33,56,Yes,Outer,35404,2025-06-27
4,34468,195,31,234,Michelin,436,Rear Left,6.0,66,Tube-type,All-season,Y,109,2024-09-29,Misaligned,Off-road,2024-10-17,SUV,74.6,29,67,Yes,Outer,21440,2028-09-28
4,46867,195,32,203,Michelin,685,Front Right,4.7,30,Tubeless,All-season,T,98,2022-09-06,Good,Mixed,2024-08-29,SUV,68.4,28,71,Yes,Even,36671,2026-09-05
6,37526,165,30,229,Goodyear,531,Rear Right,6.2,73,Tubeless,Summer,H,81,2021-03-15,Good,Mixed,2025-04-22,Sedan,70.2,30,64,Yes,Even,28102,2027-03-14
4,74737,215,33,217,Michelin,449,Front Left,7.4,79,Tube-type,All-season,W,94,2024-04-16,Misaligned,City,2024-12-25,Hatchback,71.5,29,26,Yes,Inner,69022,2028-04-15
7,70715,205,35,229,Continental,656,Front Right,2.7,50,Tubeless,All-season,T,94,2024-12-22,Good,Highway,2024-11-07,Truck,73.1,30,28,Yes,Even,11792,2031-12-21
4,47745,165,32,228,MRF,517,Rear Right,7.8,42,Tubeless,Summer,H,107,2023-12-17,Good,City,2025-02-23,SUV,72.9,28,56,No,Inner,42499,2027-12-16
5,32283,165,32,217,MRF,794,Front Right,7.0,28,Tubeless,Summer,Y,91,2024-05-27,Good,Highway,2024-10-20,SUV,74.9,34,62,Yes,Center,27847,2029-05-26
6,35255,225,30,195,Continental,628,Rear Right,4.7,26,Tubeless,Summer,V,103,2025-04-01,Needs Check,City,2025-05-21,Truck,65.7,31,64,No,Even,31775,2031-03-31
4,67607,195,31,185,Apollo,517,Front Left,5.8,51,Tube-type,All-season,Y,90,2022-11-02,Needs Check,Mixed,2025-01-20,Sedan,71.7,32,80,No,Inner,19545,2026-11-01
3,40299,225,35,185,Michelin,505,Front Right,4.1,72,Tubeless,All-season,W,110,2025-02-26,Needs Check,Highway,2025-06-17,Sedan,70.7,34,77,No,Inner,18091,2028-02-26
4,69332,165,35,219,Pirelli,716,Front Left,3.8,75,Tubeless,Winter,H,93,2021-09-08,Needs Check,Mixed,2024-10-17,Hatchback,65.3,36,44,Yes,Even,22107,2025-09-07
4,66707,165,31,211,MRF,653,Rear Right,7.4,69,Tube-type,Summer,Y,97,2023-05-06,Good,Highway,2024-09-14,Hatchback,70.2,30,57,No,Even,40655,2027-05-05
7,74148,175,34,202,Bridgestone,492,Rear Right,5.5,42,Tube-type,Winter,V,99,2022-12-15,Needs Check,Highway,2024-09-01,Truck,72.2,36,56,No,Inner,2200,2029-12-13
3,32667,165,30,188,Pirelli,484,Rear Right,5.1,79,Tubeless,All-season,W,101,2020-11-02,Misaligned,Mixed,2025-02-02,Truck,67.4,35,49,No,Even,10099,2023-11-02
3,77245,185,33,190,Continental,496,Front Left,2.7,48,Tube-type,Summer,Y,110,2024-09-02,Needs Check,City,2024-12-11,Truck,74.4,30,41,No,Inner,27849,2027-09-02
3,79311,175,35,189,Pirelli,705,Rear Right,6.7,34,Tubeless,All-season,W,104,2021-02-28,Needs Check,Off-road,2025-06-07,Hatchback,72.6,36,66,Yes,Even,37249,2024-02-28
4,69634,165,31,203,Apollo,659,Front Left,2.7,35,Tube-type,Winter,W,98,2022-11-01,Misaligned,City,2024-11-29,SUV,65.9,34,42,Yes,Center,50225,2026-10-31
3,77974,205,34,236,Apollo,416,Front Right,3.5,71,Tubeless,Summer,Y,107,2023-08-04,Good,City,2025-03-30,Hatchback,67.8,32,76,Yes,Inner,51951,2026-08-03
5,79213,215,32,234,Michelin,508,Front Right,7.4,75,Tube-type,All-season,V,107,2020-11-27,Good,Mixed,2025-05-25,Truck,70.7,35,39,Yes,Center,50198,2025-11-26
5,48611,165,30,221,Continental,475,Front Left,7.4,48,Tubeless,Winter,V,105,2022-09-14,Good,City,2025-05-21,Sedan,73.4,32,61,No,Inner,19070,2027-09-13
5,34773,185,34,227,Michelin,738,Rear Right,2.1,41,Tubeless,Summer,W,100,2021-08-10,Needs Check,City,2024-09-23,SUV,67.1,34,70,No,Outer,16421,2026-08-09
4,59968,195,32,202,Goodyear,655,Rear Right,7.7,65,Tube-type,Winter,Y,92,2024-01-14,Good,Mixed,2025-05-04,SUV,67.0,29,60,No,Outer,59189,2028-01-13
4,58809,205,31,215,Pirelli,751,Front Right,7.4,54,Tube-type,Summer,W,84,2025-02-03,Misaligned,Mixed,2025-03-27,Sedan,66.2,31,77,No,Inner,50278,2029-02-02
4,70903,215,35,191,Continental,400,Rear Right,5.0,51,Tubeless,Summer,H,91,2021-07-16,Needs Check,City,2025-05-12,Truck,65.7,29,47,Yes,Outer,49062,2025-07-15
4,46142,175,33,186,Michelin,636,Rear Left,6.0,65,Tubeless,Winter,H,107,2020-11-15,Misaligned,Off-road,2025-06-04,Truck,68.9,33,61,No,Outer,15610,2024-11-14
6,67453,205,34,227,Goodyear,519,Rear Right,6.4,66,Tubeless,Summer,H,94,2024-11-22,Needs Check,Mixed,2025-04-20,Truck,74.4,33,49,No,Outer,40213,2030-11-21
4,38190,195,35,191,MRF,713,Rear Right,6.6,62,Tubeless,Winter,T,95,2025-03-11,Needs Check,City,2024-12-10,SUV,67.5,30,45,No,Center,7286,2029-03-10
6,71036,215,33,203,Continental,678,Rear Right,7.1,35,Tube-type,All-season,H,107,2024-12-23,Misaligned,Mixed,2025-03-29,Truck,69.3,36,50,No,Inner,52276,2030-12-22
3,36802,225,35,204,Continental,718,Front Left,4.6,55,Tubeless,Summer,Y,84,2023-04-02,Misaligned,Highway,2025-01-10,Hatchback,72.0,29,45,No,Outer,22785,2026-04-01
3,41495,195,30,189,MRF,637,Rear Left,3.9,43,Tube-type,Summer,Y,91,2025-01-19,Good,Highway,2024-08-21,Hatchback,74.3,33,42,No,Center,3570,2028-01-19
3,61769,225,34,239,Michelin,770,Front Right,4.5,73,Tube-type,All-season,T,89,2020-10-04,Good,City,2024-11-12,SUV,74.9,32,30,No,Inner,14816,2023-10-04
6,41425,215,34,199,MRF,721,Front Left,7.1,74,Tube-type,Summer,Y,94,2021-02-04,Needs Check,Off-road,2025-05-21,SUV,67.1,35,41,No,Even,16640,2027-02-03
5,43993,175,34,213,MRF,745,Rear Right,6.8,32,Tubeless,Winter,V,108,2023-01-07,Misaligned,Highway,2025-02-09,SUV,65.2,30,63,Yes,Center,7570,2028-01-06
4,55550,205,34,219,Goodyear,462,Rear Left,3.2,29,Tubeless,Winter,Y,83,2023-11-06,Misaligned,City,2024-08-05,Sedan,70.2,35,76,No,Inner,6549,2027-11-05
7,78030,215,35,185,Michelin,637,Rear Left,5.5,62,Tubeless,Summer,T,86,2023-08-17,Good,Off-road,2025-01-02,Truck,68.4,28,50,Yes,Even,34344,2030-08-15
6,46914,215,30,189,Continental,654,Rear Left,6.6,35,Tube-type,All-season,W,80,2024-11-07,Good,City,2025-04-18,Hatchback,67.3,36,33,Yes,Outer,44918,2030-11-06
4,71250,195,30,221,MRF,495,Rear Left,3.3,60,Tubeless,All-season,Y,98,2023-12-11,Good,City,2024-11-23,Sedan,72.8,32,40,Yes,Outer,1053,2027-12-10
7,33648,165,35,211,MRF,753,Front Left,4.9,44,Tubeless,Winter,H,87,2021-06-21,Misaligned,Mixed,2025-03-12,Sedan,65.7,31,50,No,Center,808,2028-06-19
7,40997,195,34,211,Bridgestone,411,Rear Left,5.9,44,Tube-type,Winter,W,86,2024-07-27,Misaligned,City,2024-11-30,Sedan,65.1,33,35,No,Outer,1328,2031-07-26
5,64158,175,31,234,Pirelli,538,Rear Right,4.3,80,Tube-type,Winter,T,96,2022-07-08,Needs Check,Mixed,2024-11-16,Sedan,65.7,31,32,Yes,Outer,278,2027-07-07
6,58487,225,30,217,Goodyear,760,Rear Left,2.7,74,Tubeless,Summer,Y,100,2021-03-05,Misaligned,Mixed,2024-09-02,Sedan,69.3,32,68,No,Outer,27008,2027-03-04
3,68108,165,31,189,Michelin,598,Rear Left,5.1,33,Tubeless,Winter,H,92,2021-11-03,Needs Check,Off-road,2025-04-25,SUV,74.2,28,57,Yes,Inner,28294,2024-11-02
7,78869,225,33,186,Bridgestone,754,Rear Right,5.0,51,Tube-type,All-season,Y,107,2020-12-12,Needs Check,Highway,2025-03-26,SUV,70.2,29,69,Yes,Outer,77324,2027-12-11
6,64768,225,30,216,Continental,448,Rear Left,7.9,31,Tubeless,Winter,T,89,2021-01-22,Needs Check,Off-road,2025-04-07,SUV,66.0,35,41,Yes,Center,62058,2027-01-21
3,47610,195,31,191,MRF,456,Front Left,6.4,76,Tubeless,Summer,W,104,2024-07-28,Misaligned,City,2025-03-05,Truck,74.8,32,31,No,Inner,30016,2027-07-28
4,55197,215,35,199,Michelin,528,Rear Right,7.8,63,Tubeless,All-season,V,89,2023-03-07,Misaligned,Highway,2024-09-22,Sedan,71.6,30,56,No,Outer,53031,2027-03-06
6,39826,215,31,180,MRF,423,Front Left,7.6,43,Tube-type,Winter,W,101,2020-10-12,Misaligned,Mixed,2024-11-30,Hatchback,71.0,30,59,Yes,Inner,15467,2026-10-11
6,75152,195,31,211,Goodyear,680,Rear Right,2.2,28,Tubeless,Winter,H,80,2021-02-19,Needs Check,Highway,2024-12-05,Truck,71.9,30,42,Yes,Inner,26140,2027-02-18
4,71714,165,32,226,Goodyear,685,Rear Right,6.6,44,Tube-type,Summer,T,104,2021-09-08,Needs Check,Highway,2024-10-18,Truck,72.7,30,61,Yes,Center,33685,2025-09-07
6,62985,185,32,221,Apollo,771,Front Right,6.9,71,Tubeless,Summer,Y,82,2022-03-23,Good,Highway,2025-02-20,Truck,71.9,33,28,Yes,Outer,11866,2028-03-21
5,42645,225,35,226,Pirelli,539,Rear Left,5.7,53,Tube-type,All-season,T,104,2024-03-20,Misaligned,Highway,2024-12-03,Sedan,66.6,31,28,Yes,Outer,29480,2029-03-19
6,74252,215,33,202,Apollo,778,Rear Right,4.4,25,Tube-type,Winter,H,93,2022-06-26,Misaligned,City,2025-05-27,Hatchback,65.4,28,40,Yes,Even,28385,2028-06-24
7,32070,165,32,208,Apollo,414,Rear Left,4.3,46,Tube-type,Winter,V,103,2025-03-05,Good,City,2025-03-30,SUV,66.3,31,71,Yes,Even,19185,2032-03-03
5,52082,205,30,235,Michelin,434,Front Left,2.7,51,Tubeless,Winter,T,106,2022-04-07,Needs Check,Off-road,2025-05-05,Hatchback,66.9,32,31,Yes,Inner,25499,2027-04-06
7,54717,215,33,187,Pirelli,481,Rear Right,2.7,67,Tubeless,Winter,H,102,2021-10-23,Good,Off-road,2025-04-01,Truck,72.7,31,33,Yes,Outer,25178,2028-10-21
6,64692,175,31,227,Pirelli,418,Front Right,4.8,58,Tube-type,All-season,V,95,2022-11-27,Needs Check,Off-road,2024-08-04,SUV,73.5,34,40,No,Outer,12462,2028-11-25
7,64978,185,34,236,Pirelli,693,Rear Right,4.4,30,Tubeless,All-season,H,89,2020-11-18,Needs Check,Mixed,2025-01-23,Truck,67.1,30,43,No,Even,38150,2027-11-17
6,34082,185,35,216,Apollo,618,Front Left,4.7,53,Tubeless,Summer,V,104,2022-12-29,Misaligned,Highway,2024-09-18,SUV,67.5,28,31,Yes,Even,9454,2028-12-27
3,43366,165,32,208,Continental,746,Front Right,3.4,80,Tubeless,Winter,V,96,2023-04-10,Good,Off-road,2025-06-04,SUV,66.6,29,79,No,Even,28561,2026-04-09
3,38705,175,30,199,Bridgestone,506,Rear Right,6.8,59,Tube-type,All-season,Y,97,2021-11-21,Good,Off-road,2025-01-06,Truck,67.1,30,58,No,Center,5553,2024-11-20
